document_id,cluster
" he said. Clubs are permitted to ask the FA to examine specific incidents but information is expected to be provided within 48 hours of the game. The clash occurred moments before half-time when a Freddie Ljungberg challenge left Heinze on the ground on the left touchline. Henry, following the ball, attempted to hurdle the Argentine but his knee collided with the back of Heinze's head.  The striker protested his innocence - and referee Mike Riley deemed the collision accidental. Ferguson was also upset by Arsenal's overall discipline during the heated encounter between the two arch-rivals and praised his own side's behaviour. Edu produced a terrible tackle on Scholes that was a potential leg-breaker",9
" he has the right again to start from zero. I would then meet the player and see what he tells me."" Mutu faces a ban of between six months and two years when the Football Association decides on his punishment. Chelsea decided to act before his case was heard and sacked the striker on grounds of gross misconduct after it was revealed that he had failed a drug test.  But Mutu has hit out at the club's decision",2
" said a Juventus official, who declined to be named. Then he will meet some important people of the club",9
 who beat Slough in the second round. Conference side Exeter City,9
 25,2
" Arnesen told BBC Radio Five Live. There is only one thing that made him resign and that is his own personal problems. ""He has talked to me recently and said this matter is absolutely for himself."" Arnesen said he was unable to throw any light onto the problems that caused Santini to quit after just 13 games in charge. He added: ""Jacques has never gone into exactly what it was. But I trust him in that; you have to accept it. I think we should respect it.  ""The plan is now that over the weekend we will have talks with the board and then on Monday we will clarify the situation."" Arnesen countered criticism at the timing of the announcement",2
" who resigned on Monday. ""Walter is most definitely the ideal candidate for that job. He'd be perfect for it",2
" he told BBC Sport. You need to be good and you need a lot of luck. You need a bit of both but it will be as hard for the Arsenal players as it is for the Chelsea boys."" ""We know that we have got the power in our hands just now",2
 but not for reasons he would have wanted. The only thing of note he did was to throw the ball back when it went out of play. Even today,2
" Barcelona and Valencia. He told BBC Sport: ""I'm not sure if I want to stay or not because the club have let the situation go on this far. ""If they had really wanted to sign they should have come up with an offer six months before indicating they wanted to sign me and that's made me think."" Edu's brother and representative Amadeo Fensao has previously said that Arsenal's current offer to the midfielder was well short of what he was seeking. And Edu",2
 the former Rangers and Everton boss has been the overwhelming favourite for the post. But is Smith the man for what must be one of the hardest jobs in football? The 56-year-old takes over at a time when the national side is in the doldrums. Scotland have not reached a major finals since the World Cup in 1998 and reaching Germany 2006 looks near impossible,2
 which should be a fairly quick recovery. Lorenzo is also jogging for the first time,9
 Mansfield had to clear Alan White's header off the line and Kevin Pilkington saved well from Michael Simpson. By the end Mansfield fans were chanting for the head of chairman Keith Haslam.  Pilkington,9
" Kalusha Bwalya is confident and cautious ahead of the Cosafa Cup final against Angola on Saturday in Lusaka.  Bwalya said: ""Nothing short of victory will do."" However Bwalya warned his side not to be too complacent. ""I don't want my team to be too comfortable or too sure of victory as it is going to be a difficult game. ""For me the main aim of the game is to enjoy and to win."" Zambia have shown their determination to win this final by recalling nine of their foreign-based players. However the 41 year-old Bwalya",9
 with racist abuse of England's black players,2
 said Kerr. But,2
 great players,2
 but insists his side can still win.  Lennon concedes Rangers are in good form at the moment,2
 who are playing in Europe for the first time in their 128-year history,2
 but Dons' substitute Serge Makofo then netted a great volley to make it 2-1. The visitors almost took the tie to extra time with a late 30-yard bullet from Richard Johnson which was well held by Steve Phillips.  Phillips,9
 whose stunning volley soared into the top right of the net. Danny Williams equalised for the hosts after 72 minutes with a crisp finish from just insist the penalty box. McIndoe saw an extra-time penalty saved,9
" do you? I don't do that. ""I have to give him a run for a few games. It's just that I don't want to make this story bigger than it is."" Wenger insists he has complete faith in the 27-year-old Spaniard",2
" I have stressed I believe Rafa is doing a good job. He is the right man at the right place. ""Rafa is a good coach and a good man. I've spoken to him since he has been at Liverpool and never criticised him."" Houllier also revealed he is now ready to return to the game after leaving Liverpool in May following six years at Anfield.  The former France boss has been linked with a host of jobs and pulled out of the race to succeed Mark Hughes as Wales national coach. He has been working for Uefa",2
